0.05,0.00044636094644678507,221,495115
0.05,0.00043875306379270116,220,501421
0.05,0.0004300259024991975,213,495319
0.05,0.00043819351190896885,217,495215
0.05,0.00042886417750121885,212,494329
0.1,0.0004385364950875866,218,497108
0.1,0.00043604360436043604,218,499950
0.1,0.0004347921038577376,219,503689
0.1,0.0004191839224092546,211,503359
0.1,0.000429340267279434,213,496110
0.15000000000000002,0.0004473092923980691,173,386757
0.15000000000000002,0.0004225035583189752,141,333725
0.15000000000000002,0.0004404198856591431,157,356478
0.15000000000000002,0.00040054368881038525,122,304586
0.15000000000000002,0.00045210169696515936,157,347267
0.2,0.0004409514953355131,147,333370
0.2,0.00040951565466661703,143,349193
0.2,0.0004232226997846267,135,318981
0.2,0.00043463051106187655,164,377332
0.2,0.00048501737244043106,165,340194
0.25,0.00041336325911094606,128,309655
0.25,0.0004348788875637978,163,374817
0.25,0.0004546781472898857,176,387087
0.25,0.0004265189817351448,130,304793
0.25,0.0004445756898224618,137,308159
0.3,0.0004329125237403642,62,143216
0.3,0.0005375782101632147,72,133934
0.3,0.00040232991052663184,67,166530
0.3,0.0004879437238238523,48,98372
0.3,0.0004748609744376044,83,174788
0.35000000000000003,0.00046606397026750877,78,167359
0.35000000000000003,0.0005087628709412872,67,131692
0.35000000000000003,0.0004703896960409675,97,206212
0.35000000000000003,0.00042949176807444524,66,153670
0.35000000000000003,0.00047961196677103504,53,110506
0.4,0.0004225626801308861,78,184588
0.4,0.00023742395014097047,8,33695
0.4,0.00036642030748121123,47,128268
0.4,0.000506901661077751,78,153876
0.4,0.0004128179988647505,80,193790
0.45,0.00040863515857037495,41,100334
0.45,0.0004546091687092509,120,263963
0.45,0.0004413630763006418,24,54377
0.45,0.0006996268656716418,24,34304
0.45,0.0004952358313028664,25,50481
0.5,0.00036216887417218544,42,115968
0.5,0.00028179597971068947,6,21292
0.5,0.00039068139931885547,92,235486
0.5,0.0004439743539520247,68,153162
0.5,0.00043222003929273083,22,50900
0.55,0.0005591359877578646,38,67962
0.55,0.00047659898961014205,15,31473
0.55,0.0003706645485835319,7,18885
0.55,0.0004986909362922329,16,32084
0.55,0.00042689434364994664,106,248305
0.6000000000000001,0.00044797849703214247,4,8929
0.6000000000000001,0.0005939653124257543,5,8418
0.6000000000000001,0.00014501160092807424,1,6896
0.6000000000000001,0.0004795588058985733,4,8341
0.6000000000000001,0.0004882891974153225,30,61439
0.6500000000000001,0.0004148230088495575,3,7232
0.6500000000000001,0.0005792064871126556,2,3453
0.6500000000000001,0.0008549444286121402,3,3509
0.6500000000000001,0.0006457862447529867,10,15485
0.6500000000000001,0.0,0,3342
0.7000000000000001,0.00041070110317435564,79,192354
0.7000000000000001,0.0004897368196916787,46,93928
0.7000000000000001,0.00044603033006244426,1,2242
0.7000000000000001,0.0004314553670776847,19,44037
0.7000000000000001,0.00041150569935393603,10,24301
0.7500000000000001,0.0009285051067780873,2,2154
0.7500000000000001,0.0,0,1153
0.7500000000000001,0.0,0,1584
0.7500000000000001,0.0,0,681
0.7500000000000001,0.00040973111395646605,24,58575
0.8,0.0029498525073746312,2,678
0.8,0.0,0,822
0.8,0.0015105740181268882,1,662
0.8,0.000663129973474801,1,1508
0.8,0.0012706480304955528,1,787
0.8500000000000001,0.0,0,1037
0.8500000000000001,0.0,0,399
0.8500000000000001,0.0006626905235255136,5,7545
0.8500000000000001,0.0,0,677
0.8500000000000001,0.0006004480266044664,26,43301
0.9000000000000001,0.00035586485043791145,36,101162
0.9000000000000001,0.0,0,1360
0.9000000000000001,0.0,0,1510
0.9000000000000001,0.0,0,385
0.9000000000000001,0.00033178500331785003,5,15070
0.9500000000000001,0.0,0,307
0.9500000000000001,0.0,0,344
0.9500000000000001,0.0003303522971282947,14,42379
0.9500000000000001,0.0003696857670979667,2,5410
0.9500000000000001,0.0,0,341
1.0,0.0,0,361
1.0,0.0,0,316
1.0,0.0,0,346
1.0,0.0,0,346
1.0,0.0,0,327
