msm,0.7,0.0005034271773225419,0.03258145363408521
msm,0.71,0.00046393776096499055,0.03258145363408521
msm,0.72,0.00043303021218480395,0.03258145363408521
msm,0.73,0.0003953290353971536,0.03258145363408521
msm,0.74,0.0003905160390516039,0.03508771929824561
msm,0.75,0.00039038101186758274,0.03759398496240601
msm,0.76,0.0004215357954146273,0.045112781954887216
msm,0.77,0.0004247096048077127,0.05012531328320802
msm,0.78,0.0003856908687686819,0.05012531328320802
msm,0.79,0.0004218371005729954,0.06015037593984962
msm,0.8,0.00043624377948684806,0.06766917293233082
msm,0.81,0.0004505617487609552,0.07769423558897243
msm,0.8200000000000001,0.0004522599696719785,0.08521303258145363
msm,0.8300000000000001,0.0004609804325937428,0.09523809523809523
msm,0.8400000000000001,0.0004198941424767124,0.09523809523809523
msm,0.8500000000000001,0.0003996602887545586,0.10025062656641603
msm,0.8600000000000001,0.0004223504250462788,0.11779448621553884
msm,0.8700000000000001,0.00038520182970869113,0.12030075187969924
msm,0.8800000000000001,0.0003750114979940423,0.13283208020050125
msm,0.8900000000000001,0.0004076947683352882,0.16290726817042606
msm,0.9000000000000001,0.00040862359229172456,0.18796992481203006
msm,0.9100000000000001,0.00040489732960570713,0.21052631578947367
msm,0.9200000000000002,0.0004172127658677815,0.24812030075187969
msm,0.9300000000000002,0.0004191130520036972,0.2807017543859649
msm,0.9400000000000002,0.000419816691239937,0.3132832080200501
msm,0.9500000000000002,0.00043177367761709583,0.3558897243107769
msm,0.9600000000000002,0.0004288544329714355,0.38847117794486213
msm,0.9700000000000002,0.0004290762241292277,0.42606516290726815
msm,0.9800000000000002,0.000427116314914716,0.46115288220551376
msm,0.9900000000000002,0.00042906736357608145,0.49624060150375937
msm,1.0000000000000002,0.0004378344707078788,0.5513784461152882
jacc,0.7,0.0004956383822363204,0.06265664160401002
jacc,0.71,0.0005105855321942413,0.07017543859649122
jacc,0.72,0.0005518948389470515,0.08270676691729323
jacc,0.73,0.0005521029459646937,0.09774436090225563
jacc,0.74,0.0005221659443371104,0.10025062656641603
jacc,0.75,0.0005426066825027432,0.11278195488721804
jacc,0.76,0.0005353043514067181,0.13032581453634084
jacc,0.77,0.0005345959981670994,0.14035087719298245
jacc,0.78,0.00047754705485204276,0.14536340852130325
jacc,0.79,0.0004754710614508003,0.15538847117794485
jacc,0.8,0.00046501645442838745,0.16290726817042606
jacc,0.81,0.0004385168108551704,0.17543859649122806
jacc,0.8200000000000001,0.0004349921818972713,0.18546365914786966
jacc,0.8300000000000001,0.00043543444231320414,0.19799498746867167
jacc,0.8400000000000001,0.00041987472110065763,0.21553884711779447
jacc,0.8500000000000001,0.00041880672299847205,0.22807017543859648
jacc,0.8600000000000001,0.0004256354128663505,0.24561403508771928
jacc,0.8700000000000001,0.00041925465838509317,0.2706766917293233
jacc,0.8800000000000001,0.00041453286181748815,0.2832080200501253
jacc,0.8900000000000001,0.000425430257254404,0.3258145363408521
jacc,0.9000000000000001,0.00044278203357712146,0.3583959899749373
jacc,0.9100000000000001,0.0004491413474240423,0.38345864661654133
jacc,0.9200000000000002,0.00044841253953637345,0.42105263157894735
jacc,0.9300000000000002,0.0004448432694446362,0.43609022556390975
jacc,0.9400000000000002,0.0004427771969743558,0.45112781954887216
jacc,0.9500000000000002,0.00045054167396711047,0.49624060150375937
jacc,0.9600000000000002,0.0004416652090257128,0.506265664160401
jacc,0.9700000000000002,0.00044293985509539027,0.5263157894736842
jacc,0.9800000000000002,0.0004392685874377281,0.543859649122807
jacc,0.9900000000000002,0.0004400948514931072,0.5488721804511278
jacc,1.0000000000000002,0.000440874695395665,0.5513784461152882
